Diabetes_Number,Hispanic or Latino,White,Black/African American,American Indian or Alaskan Native,Asian,Native Hawaiian or Other PI,Other Race,Two or More Races,Whiteness
0.09380434782608696,0.027681159420289855,0.7502173913043478,0.1897644927536232,0.0028804347826086956,0.010289855072463768,9.057971014492754e-05,0.0007427536231884058,0.018333333333333333,4
0.08028081707967535,0.04494322632107522,0.8301883165871403,0.0938411490243,0.006717698107223688,0.008015107612910665,4.324698352289928e-05,0.0019701403604876337,0.014281115003339628,5
0.13187495151656195,0.04289814599332868,0.4614847568070747,0.473159568691335,0.0024435652781010005,0.0032968737879140488,3.878675044604763e-05,0.0033356605383600964,0.013342642153440385,3
0.1052514760065699,0.02428197274381853,0.7458161317530075,0.2208017046211213,0.00035512940027522527,0.001642473476272917,0.0,0.0,0.007102588005504506,4
0.10897736143637783,0.09126550438025847,0.8714025500910747,0.014224997831555208,0.002151097233064446,0.003434816549570648,0.000312256049960968,0.0030184751496226906,0.01419030271489288,5
0.2242078825347759,0.004926584234930448,0.21522411128284388,0.7624613601236476,0.01178516228748068,0.005409582689335394,0.0,0.00019319938176197836,0.0,2
0.1453183520599251,0.0033458177278401996,0.5185518102372035,0.45078651685393256,9.987515605493134e-05,0.01153558052434457,0.0,0.0,0.01568039950062422,3
0.12764774366192289,0.036516707501433564,0.7247997358772524,0.20519904776798903,0.001972232358511877,0.009252984413282594,7.819423447844445e-05,0.00033015343446454325,0.021850944412587534,4
0.14151835865901968,0.02270442854608881,0.5579140306273281,0.393750369538225,0.0028676166262638207,0.011973038491101519,0.0,0.0005321350440489564,0.010258381126943772,3
0.12284841217653657,0.015394731752601245,0.9178818705759486,0.049007852086798434,0.00912853440606506,0.0016245696824353072,0.0,0.0,0.006962441496151317,5
0.14108809469610745,0.07776007284315957,0.8013885727293422,0.09360346005007968,0.000887776007284316,0.004325062599590257,0.0,0.001821078989301161,0.020213976781242888,5
0.13759082217973231,0.0055831739961759086,0.5636711281070745,0.4260038240917782,0.0006883365200764819,0.000994263862332696,0.0,0.0003824091778202677,0.0026768642447418736,3
0.18608274900561775,0.0019682617788165826,0.5287653257883298,0.45815393447328495,0.0010251363431336368,0.005043670808217493,0.0,0.0,0.005043670808217493,3
0.12453281506951712,0.03102107938406339,0.802810584541785,0.1473314396770818,0.00889520107639408,0.001345492599790701,0.0,0.0019434893108087904,0.006652713410076245,5
0.1040969339938412,0.024233498460302583,0.9264292408622306,0.026308742803588164,0.002610791270585085,0.00020083009773731424,0.0,0.0007363770250368188,0.01948051948051948,5
0.11920917173607862,0.0691974730931212,0.706266573077523,0.17052721884261426,0.01132818593043207,0.012985493682732803,0.0,0.0007994072687568242,0.02889564810481984,4
0.12859895403248003,0.024754564638957702,0.786585925314249,0.15709698137443803,0.006734562803926966,0.0044774749977062114,0.0005321589136618038,0.00033030553261767135,0.019488026424442608,4
0.1833945980501838,0.008390602525171808,0.5013584785040754,0.4763464919290395,0.004474988013424964,0.001438389004315167,0.0,0.000159821000479463,0.007831229023493686,3
0.20727775218793182,0.004606172270842929,0.6526024873330263,0.34205435283279595,0.0007369875633348687,0.0,0.0,0.0,0.0,4
0.1264490910551257,0.01617091911863136,0.833873256405451,0.12824288506331824,0.001552836604106985,0.0038553184653690666,0.00034804958367915185,0.0,0.015956734759444192,5
0.14835917778579155,0.01983411467724486,0.7117922827262892,0.226974395961053,0.007645149657410747,0.013559322033898305,0.0,0.0,0.02019473494410386,4
0.11685881938454436,0.04304301872122265,0.921191063380025,0.011589906819092975,0.004227764751618821,0.004057682261611167,0.0,0.00010933874357634881,0.01578122532285301,5
0.11643487970764389,0.062328697594152875,0.6903867627652015,0.19512739823368186,0.006090752207897675,0.010821236422698203,8.121002943863567e-05,0.004953811795756776,0.03021013095117247,4
0.1236603462489695,0.01029253791001524,0.27540033475730097,0.70246571235854,0.0002498188813110495,0.005595942941367509,9.992755252441979e-05,0.0,0.005895725598940768,2
0.11637640449438202,0.14353932584269663,0.806755617977528,0.01375,0.012780898876404495,0.001966292134831461,0.0013904494382022473,0.0001544943820224719,0.019662921348314606,5
0.1141580062059794,0.028899669999507462,0.7322932571541152,0.21115106141949466,0.00229030192582377,0.004826872875929666,0.0,0.002425749889178939,0.018113086735950353,4
0.14128804114873553,0.022449635662237462,0.6022288898414059,0.3191170167166738,0.03844299185597943,0.003616588084012002,0.0019288469781397343,0.0010447921131590226,0.011171238748392627,4
0.13160221101817582,0.03769222549276756,0.7807925081844588,0.15364439133855973,0.004118944229106559,0.0071790089276173264,0.0006411564130213038,0.0007771592885106713,0.015154606125958092,4
0.14892975580343684,0.01718420259270425,0.8466686765149232,0.11202894181489298,0.0,0.0065119083509195055,0.0003617726861621948,0.0,0.01724449804039795,5
0.10585885486018642,0.1690761524316784,0.7708135184832922,0.042419630968232834,0.005040897850485068,0.0037727474478473147,0.0,0.0005389639211210449,0.008338088897343224,4
0.14586085840474122,0.03876788343210902,0.8393416632063719,0.09316371597901174,0.00720999584764637,0.004114604960175154,0.00015099467743762032,0.0,0.01725114189724812,5
0.16294801803940184,0.016971279373368148,0.17149299786375505,0.7959886066935675,0.005696653216235461,0.0,0.0,0.0,0.009850462853073819,1
0.1320615301941291,0.008732451131860013,0.3961845905823873,0.587290924968093,0.0019480083294149259,0.0026197353395580034,0.0,0.0010747632162289246,0.002149526432457849,2
0.12567157206260218,0.026162111656155104,0.6893833216538192,0.276045316514833,0.000233590282644242,0.0,0.0,0.0,0.00817565989254847,4
0.12241260349586017,0.032936599202698556,0.6691390677706225,0.2672397270775836,0.0026544771542471634,0.008126341613002146,0.00012457835019932535,0.000718721251149954,0.01906048758049678,4
0.12210619265174492,0.028890083310937918,0.8933274465389488,0.034533727492609516,0.010461857411602105,0.004127154758705417,0.0014780972856758936,0.0009598034322570737,0.026221829769263256,5
0.09485036945439557,0.03795772641583774,0.501388105932486,0.42544537590999737,0.0019169803543610166,0.015410097409879192,0.0003121722948603711,0.002220060252283707,0.015349481430294654,3
0.16399913873537644,0.015646307327926507,0.8599009545682911,0.11182085695830044,0.0,0.0,0.0,0.007679609560037322,0.004952271585444628,5
0.11259923313711724,0.026051736242371875,0.8478803261867474,0.0991845331317168,0.00450396932548469,0.006610142031646595,0.0006588540260301345,0.0011772965383161419,0.01393314251768645,5
0.16764643815380906,0.021313798197220464,0.765427632570619,0.10898073618522203,0.05661571854933526,0.001326459859515842,0.0007235235597359139,0.0,0.045612131078351575,4
0.07704960229020573,0.036820330598228354,0.6742232573907475,0.22844927709103693,0.001418822628337529,0.04064989609949337,0.0,0.0018520029883166862,0.01658641320383961,4
0.09692430039117912,0.05888105575377208,0.768967888922323,0.1333125564200662,0.008823023685681124,0.012498387998108585,0.0,1.0746679276103683e-05,0.0175063405407729,4
0.12631887456037513,0.006838608831574834,0.2447245017584994,0.7411098085189527,0.0012700273544353263,0.0,0.0,0.0,0.00605705353653771,2
0.1273223470137504,0.017214233231867323,0.15597774745460272,0.8178335257688675,0.0022567439907630943,0.00262412091949197,0.0,0.00047234176550855464,0.003621286868898919,1
0.09988813066338517,0.04836670768542343,0.6491637767088041,0.23854178319722563,0.005165566618189954,0.025148226871014655,0.00085859715851885,0.0029813178207853228,0.029774023940038037,4
0.1367591360425837,0.00588596581021599,0.4499436994574675,0.5383355512334937,0.0026102978810523085,0.0,0.0,0.0003582761797522776,0.002866209438018221,3
0.14413482396128818,0.02509594526948106,0.9197063240447189,0.03494076422492908,0.004071416652761555,0.0016352411146337393,0.0,0.0,0.014550308693475721,5
0.0852593410058332,0.13622365862630723,0.8124126333490987,0.025813232434704923,0.0035104314467391874,0.0059908560618004095,0.0004834725944610857,0.0009459246413369069,0.014619790845551527,5
0.10905105158696664,0.028874328062335558,0.5715226246144423,0.3535435140681861,0.006926173072331723,0.019575120761879037,0.00014952044933306646,0.003171280497951329,0.01623743847354091,3
0.1692078839717367,0.014038676087764969,0.54337114168836,0.4078653774637412,0.016084046113796952,0.005578281889178133,0.0,0.0,0.013062476757158796,3
0.11956852221502505,0.03414543868230069,0.345433394582733,0.5750966110134352,0.001247020150611833,0.026698569231650517,0.00017185083347654237,0.0008328155776170899,0.016374299928175164,2
0.09053743221235372,0.08135357028928325,0.7597001393529322,0.12710498480549354,0.005985460284414298,0.006505935091754672,0.0004029482379409345,0.0007471331911821494,0.018199828746998874,4
0.14621547543748684,0.00938224752266498,0.2949609951507485,0.6924942019818681,0.0006325110689437065,0.002213788741302973,0.0,0.00031625553447185326,0.0,2
0.14676322790422702,0.04591585377869741,0.538230367523894,0.4014188590008868,0.0012316484382697802,0.0006404571879002857,0.0003941275002463297,0.0003941275002463297,0.0117745590698591,3
0.1079244379247373,0.007873544292428824,0.5617758883932581,0.3790378109750621,0.006256923030865491,0.02140526300032931,8.981229230907404e-05,0.0006286860461635183,0.02293207196958357,3
0.1360414636307256,0.02945866926552671,0.7526800744219013,0.19549038717108178,0.002259236289536635,0.0030123150527155136,0.002259236289536635,0.0005758837600779658,0.01426419774962346,4
0.11985295380756876,0.0535962757459674,0.46989504062666415,0.4257983611907993,0.0027485269613316612,0.00774741037225362,0.0012368371325992475,0.004122790441997492,0.03485475752838713,3
0.0780835080776859,0.05739346116888588,0.7812989619475436,0.11912279123927275,0.002215269264085657,0.02011256218611102,0.00022247362267526898,0.002229469708086206,0.01740501086333966,4
0.10785054864499576,0.02392733603646943,0.8602959704945823,0.09405997296863904,0.00326438045495155,0.00801777655602135,9.163173206881543e-05,0.0,0.010342931757267542,5
0.13492491336157103,0.0010011551790527532,0.24651520985752792,0.7196765498652291,0.0006160954948016943,0.026030034655371584,0.0,0.003927608779360801,0.0022333461686561418,2
0.1289890150809905,0.022565630236455036,0.6287469744926457,0.3226214857568423,0.0037361136970148327,0.005585552038726494,0.0003475454601874263,0.0008688636504685657,0.015527834667659654,4
0.10965646225022148,0.023476720149621027,0.6890441972635102,0.27099123929520624,0.0031991337730091544,0.0038143518062801456,0.0,0.0,0.009474357712373266,4
0.0907217294738935,0.036064651598104874,0.6195875138812781,0.31548932414542247,0.001372367406516563,0.015915582431757454,0.0003540028999141664,0.000552826446441301,0.010663731190565096,4
0.11295799544136573,0.023956088257640364,0.8911819887429644,0.06130897926906796,0.0008528057308545113,0.004791217651528073,0.0,0.0012404446994247439,0.016668475648519993,5
0.0934927597188007,0.010935528450399568,0.6510244547257105,0.24550862224358588,0.07318392116805865,0.003725289911674578,0.0,0.0,0.01562218350057081,4
0.13516514016097697,0.006476084744194653,0.26838745489869553,0.6948838930520862,0.0010176704598020168,0.0,0.0,0.0,0.029234896845221573,2
0.16745549738219895,0.030743455497382197,0.9393926701570681,0.003769633507853403,0.0038952879581151834,0.0012984293193717277,0.0003769633507853403,0.0,0.020523560209424085,5
0.13343065693430656,0.10102189781021897,0.15036496350364964,0.034160583941605836,0.385985401459854,0.25635036496350366,0.0072992700729927005,0.0,0.06481751824817518,1
0.06504347826086956,0.13878260869565218,0.24156521739130435,0.042782608695652175,0.1102608695652174,0.3947826086956522,0.025565217391304348,0.0006956521739130435,0.04556521739130435,2
0.06110525747014643,0.09066501864159507,0.5849442102988058,0.052922542821635055,0.06903806667747339,0.09434943534878694,0.022606311125520074,0.0027016804452369373,0.08277273464094667,3
0.0397450110864745,0.02378048780487805,0.09944567627494456,0.006596452328159645,0.8225055432372506,0.010365853658536586,0.0001662971175166297,0.0,0.03713968957871397,1
0.13595505617977527,0.035955056179775284,0.5393258426966292,0.0044943820224719105,0.32696629213483147,0.0033707865168539327,0.0022471910112359553,0.0,0.08764044943820225,3
0.05869175627240143,0.004032258064516129,0.8109318996415771,0.008064516129032258,0.01971326164874552,0.04525089605734767,0.0,0.002240143369175627,0.10976702508960573,5
0.054271356783919596,0.03477386934673367,0.1585929648241206,0.013467336683417085,0.7103517587939698,0.01527638190954774,0.0006030150753768845,0.0,0.06693467336683417,1
0.052321555798621217,0.07978686040560745,0.7043240042949033,0.04264798852016497,0.06716305580363863,0.029341816101873502,0.005268280934843908,0.0008830642328881218,0.0705849297060801,4
0.05798252581413821,0.03852263701350278,0.7779984114376489,0.0003971405877680699,0.08419380460683082,0.02938840349483717,0.0015885623510722795,0.0,0.06791104050833995,4
0.12101313320825516,0.06660412757973734,0.43198874296435275,0.03048780487804878,0.3606941838649156,0.028142589118198873,0.0014071294559099437,0.0,0.08067542213883677,3
0.044973708629755645,0.06566656356325394,0.6502629137024436,0.009928858645221156,0.10559851531085679,0.06585214970615527,0.009897927621404269,0.0031549644293226106,0.08963810702134241,4
0.07317073170731707,0.04079354173823428,0.8064926142219169,0.005444864307798007,0.07516317416695294,0.015218138096873926,0.0033321882514599794,0.0017691514943318448,0.051786327722432156,5
0.08164300202839757,0.050782381918284554,0.6402492031295277,0.007461605331787888,0.1401043175891046,0.07425383946682121,0.00036221385105766446,0.004346566212691973,0.08243987250072443,4
0.04754927100886512,0.0893105722030918,0.49476152099054876,0.0019781668986738957,0.1294600337021027,0.2301267492123965,0.004176130119422668,0.0032236793904315336,0.046963147483332114,3
0.025494022932422544,0.009880458648450842,0.03635032934862162,0.002805562332276165,0.9096121005123201,0.003903391070992925,0.00024396194193705782,0.00036594291290558675,0.03683825323249573,1
0.09527272727272727,0.013818181818181818,0.22181818181818183,0.006545454545454545,0.6661818181818182,0.024727272727272726,0.0036363636363636364,0.0014545454545454545,0.06181818181818182,2
0.06462151086368205,0.04778473672001856,0.7946725431067811,0.009877831902884096,0.05558455114822547,0.013850228098662336,0.0018847135235444212,0.002000695894224078,0.07434469960565994,4
0.04110831234256927,0.025491183879093198,0.14750629722921915,0.00836272040302267,0.7377329974811083,0.015617128463476071,0.004332493702770781,0.0,0.06095717884130982,1
0.039808104521792384,0.02112891701541288,0.31060528733285697,0.007655404715729305,0.5173012146575482,0.055118913953251,0.017250178626110033,0.0,0.07094008369909156,2
0.08986294284975434,0.011507628652702353,0.10886992500646496,0.00995603827256271,0.8247995862425653,0.00982673907421774,0.0,0.0,0.03504008275148694,1
0.06973886328725039,0.10353302611367128,0.6298003072196621,0.00706605222734255,0.06789554531490015,0.09185867895545315,0.0052227342549923195,0.00030721966205837174,0.09431643625192013,4
0.08989805375347544,0.03768921841210998,0.4535063330244053,0.0037071362372567192,0.39125733704046955,0.011739264751312943,0.006333024405313562,0.0013901760889712697,0.09437751004016064,3
0.04921034561684596,0.06477454795147632,0.6190203707942321,0.010070954451819639,0.11959258411535821,0.07084000915541314,0.0009155413138017853,0.0003433279926756695,0.11444266422522316,4
0.043355325164938736,0.051837888784165884,0.8360037700282752,0.006597549481621112,0.04241281809613572,0.017907634307257305,0.0,0.002827521206409048,0.04241281809613572,5
0.07547993019197208,0.055410122164048864,0.7425828970331588,0.0034904013961605585,0.13190808609656776,0.02268760907504363,0.0,0.0,0.04392088423502036,4
0.0531125685410171,0.05010213955488657,0.6964842490054833,0.0026878830233308245,0.12751317062681433,0.035157509945167184,0.00612837329319428,0.0026878830233308245,0.07923879152779272,4
0.14774557165861513,0.048711755233494365,0.6610305958132046,0.0008051529790660225,0.1747181964573269,0.027777777777777776,0.0036231884057971015,0.0,0.08333333333333333,4
0.06821480406386067,0.07256894049346879,0.42380261248185774,0.002902757619738752,0.274310595065312,0.08272859216255443,0.023222060957910014,0.0,0.1204644412191582,3
0.06629732225300092,0.024192059095106185,0.21421975992613113,0.0012927054478301017,0.6984302862419206,0.006094182825484765,0.0,0.0,0.05577100646352724,2
0.11334973854198709,0.06214870948798971,0.18318838958642097,0.007172618215374291,0.7313414054416822,0.003998769609350969,0.00019574396689130618,0.00029361595033695925,0.011660747741953525,1
0.07711495973202195,0.3531703608676027,0.5520474504866208,0.03527902501603592,0.009922473253668464,0.01847496416664687,0.003325968688380491,0.0023044211626636257,0.025475336358381045,3
0.05642682413687356,0.14025403481746151,0.5407332919688768,0.012152592053745265,0.2593480105835954,0.019733698481639174,0.0012551973013258022,0.0019041913605340295,0.024618983432821984,3
0.10694756554307117,0.18711610486891386,0.6242509363295881,0.0057116104868913855,0.15749063670411986,0.008820224719101124,0.0,0.0,0.016610486891385768,4
0.08265793711555215,0.3287573589587898,0.5091475487737269,0.018031099025845456,0.12526729850312837,0.006494363631563663,0.001346392460202223,0.0,0.010955938646743579,3
0.08007154882154882,0.4644360269360269,0.47074915824915825,0.02135942760942761,0.038825757575757576,0.0030513468013468013,0.0,0.0,0.0015782828282828283,3
0.145355296845563,0.2711946282788271,0.5783778561422154,0.008115549973431235,0.1133278585575576,0.007632481522631757,0.0003864547606395826,0.0,0.02096517076469736,3
0.06491435062259149,0.30820823086884946,0.5568698748658,0.05183909496973727,0.01585692984318203,0.040642580137393504,0.0019598426201946303,0.0015131950277309386,0.023110251667112138,3
0.1136588632657815,0.16247864741051324,0.776006483422626,0.00985130833139219,0.021080829256929886,0.011777894246447705,0.0021643761161580866,0.0007716049382716049,0.015868856277661308,4
0.10649924106526838,0.11341704613403247,0.4146359413090474,0.007248976588013431,0.4336875028747528,0.006301458074605584,0.0008003311715192494,0.0010763074375603698,0.0228324364104687,3
0.06661129209725788,0.3695379721139683,0.5208762780444082,0.03218916528230243,0.024591015982787467,0.027588891874452057,0.0013474260631819261,0.0011571781328636628,0.02271207250603596,3
0.10305178916470703,0.29870556869920734,0.5714963034968468,0.04176345715368066,0.041665773216017304,0.016856435584590716,0.0031449462857469604,0.0011769723220901504,0.02519054324182016,3
0.06459299330242144,0.835029194573244,0.14872059076077623,0.002146659797355315,0.002125193199381762,0.008414906405632836,0.0,0.0003863987635239567,0.0031770565000858665,1
0.0897638496294153,0.144499098577756,0.8067261679538827,0.0054485966747535,0.011836453070399964,0.009641879409735361,0.0008502303634623517,0.0005875937590420441,0.020409980190967972,5
0.08651343171549687,0.633549697106756,0.31350292788783085,0.017172771846085004,0.00907957984689336,0.011639376602880253,0.00047635315571936546,0.0002935105302917302,0.014285783023543394,2
0.13705583756345177,0.030567203707790775,0.7004524387552417,0.25805561686161993,0.0009931582432134187,0.0,0.0,0.0,0.009931582432134187,4
0.09943029653795589,0.05341578614208502,0.6805278278229537,0.25563616886594925,0.002434630179675707,0.002288552368895165,0.0,0.00024346301796757073,0.005453571602473584,4
0.1256702006356292,0.022489628569349086,0.9488827967684805,0.0017952885805089887,0.0031296246876440477,0.00417283291685873,0.00031538853441374123,0.0019651131759625415,0.01724932676678231,5
